member_id,employer_ref,policy_number,enrolment_date,total_contribution_cumulative_eur,retirement_date,employee_contribution_monthly_eur,employer_contribution_monthly_eur,age,gender,opt_out_date,company_name,annual_salary_estimate_eur,loss
MEM0006225,EMP000036,3871230,20-09-2015,14206.58,31-08-2057,57.83,67.89,37,Female,,Nest Pension Ltd,24507,
MEM0006226,EMP000038,8612220,04-08-2015,25542.94,19-05-2053,116.39,107.67,32,Male,,Nest Pension Ltd,42207,
MEM0006227,EMP000028,3109911,04-05-2017,25598.43,25-10-2027,143.93,131.32,57,Male,,Nest Pension Ltd,33380,
MEM0006228,EMP000003,7350753,19-02-2015,21389.27,04-10-2033,88.98,89.26,52,Male,,Nest Pension Ltd,37102,
MEM0006229,EMP000008,2322047,24-05-2018,24245.56,20-02-2026,150.31,152.76,60,Male,,Nest Pension Ltd,31636,
MEM0006230,EMP000050,2161193,08-07-2023,6687.36,02-05-2063,198,173.52,26,Male,,Nest Pension Ltd,45038,
MEM0006231,EMP000006,2839607,27-06-2017,9106.81,29-07-2026,51.27,48.8,66,Female,,Nest Pension Ltd,18820,
MEM0006232,EMP000045,5446912,13-03-2016,14961.63,06-02-2044,70.35,69.48,48,Female,,Nest Pension Ltd,38900,
MEM0006233,EMP000020,5476583,22-08-2015,32023.26,16-12-2034,129.03,154.36,49,Female,,Nest Pension Ltd,35020,
MEM0006234,EMP000001,2458591,14-10-2015,18142.64,28-12-2057,86.39,75.6,33,Male,,Nest Pension Ltd,22573,
MEM0006235,EMP000010,2626229,21-10-2021,5442.57,16-07-2048,74.55,68.68,47,Male,,Nest Pension Ltd,15613,
MEM0006236,EMP000017,3564217,18-03-2010,17606.07,10-11-2056,46.86,50.95,38,Female,,Nest Pension Ltd,28795,
MEM0006237,EMP000023,2651177,05-01-2011,92999.68,06-07-2048,298.26,248.8,40,Male,,Nest Pension Ltd,56908,
MEM0006238,EMP000003,8106470,26-10-2023,2474.41,24-06-2058,85.88,90.86,35,Male,,Nest Pension Ltd,52428,
MEM0006239,EMP000042,5137722,31-12-2010,120283.43,22-01-2038,381.03,326.52,42,Female,,Nest Pension Ltd,72666,
MEM0006240,EMP000020,1987737,21-09-2011,28529.51,14-09-2033,94.5,82.7,62,Male,,Nest Pension Ltd,34701,
MEM0006241,EMP000041,3564217,31-05-2015,44647.15,13-06-2046,191.43,193.46,46,Female,,Nest Pension Ltd,49259,
MEM0006242,EMP000007,8852574,11-03-2012,30289.96,10-03-2042,101.19,94.23,46,Female,,Nest Pension Ltd,21109,
MEM0006243,EMP000038,9683481,10-11-2012,68589.14,17-03-2055,220.36,246.23,37,Male,14-03-2020,Nest Pension Ltd,50465,
MEM0006244,EMP000012,9517169,29-09-2017,18444.79,07-06-2040,106.91,102.69,45,Female,,Nest Pension Ltd,48118,
MEM0006245,EMP000043,2694522,25-10-2012,31889.64,16-09-2032,110.87,104.6,67,Female,,Nest Pension Ltd,23237,
MEM0006246,EMP000022,8090293,18-12-2017,4272.78,25-06-2063,22.66,27.61,30,Female,,Nest Pension Ltd,12000,
MEM0006247,EMP000033,8038374,17-10-2017,23084.09,05-12-2044,129.51,135.82,49,Female,,Nest Pension Ltd,31044,
MEM0006248,EMP000024,9877065,05-05-2019,17703.6,22-11-2062,124.45,135.9,30,Female,,Nest Pension Ltd,36564,
MEM0006249,EMP000038,2110460,20-12-2010,91790.48,24-06-2035,263.85,276.09,70,Female,,Nest Pension Ltd,54267,
MEM0006250,EMP000025,5107245,19-02-2019,30792.45,19-05-2031,220.25,213.45,65,Female,,Nest Pension Ltd,49865,
MEM0006251,EMP000021,2556017,09-04-2019,11682.14,22-07-2049,78.33,90.98,32,Male,,Nest Pension Ltd,33733,
MEM0006252,EMP000022,9877065,20-03-2014,15985.34,24-07-2042,55.14,66.89,41,Female,,Nest Pension Ltd,25208,
MEM0006253,EMP000005,1009594,02-05-2013,16415.23,02-03-2038,59.75,55.85,54,Male,,Nest Pension Ltd,18344,
MEM0006254,EMP000038,2622631,30-10-2011,26972.99,06-08-2051,84.59,83.99,42,Male,,Nest Pension Ltd,17594,
MEM0006255,EMP000048,6279418,08-07-2022,5800.43,10-04-2049,96.5,96.85,46,Male,,Nest Pension Ltd,45261,
MEM0006256,EMP000031,3154051,20-05-2021,7979.12,13-12-2030,98.25,83.09,63,Female,,Nest Pension Ltd,23484,
MEM0006257,EMP000006,3154051,13-07-2019,15670.53,31-12-2041,119.15,118.28,39,Male,,Nest Pension Ltd,27153,
MEM0006258,EMP000041,4903402,30-10-2015,21550.88,09-08-2050,99.05,95.1,42,Female,18-12-2017,Nest Pension Ltd,24056,
MEM0006259,EMP000012,2651177,18-10-2017,12263.01,23-10-2027,74.83,66.12,63,Male,,Nest Pension Ltd,20275,
MEM0006260,EMP000001,2556017,03-01-2013,79646.03,26-07-2027,298.48,247.04,61,Female,,Nest Pension Ltd,71338,
MEM0006261,EMP000046,2016911,23-03-2010,79808.67,27-09-2053,201.25,244.61,41,Male,,Nest Pension Ltd,57681,
MEM0006262,EMP000007,7897151,04-08-2023,2930.92,25-11-2066,86.19,86.22,26,Male,,Nest Pension Ltd,20807,
MEM0006263,EMP000044,4860684,20-05-2010,37484.36,17-11-2028,97.25,114.53,67,Male,,Nest Pension Ltd,40064,
MEM0006264,EMP000025,1419610,04-06-2019,16045.76,02-09-2050,116.13,123.36,34,Male,,Nest Pension Ltd,34485,
MEM0006265,EMP000013,8187926,11-05-2019,9654.59,01-04-2031,74.95,67.03,55,Female,,Nest Pension Ltd,18824,
MEM0006266,EMP000032,8612220,20-05-2018,26912.38,08-08-2037,170.49,165.91,51,Female,,Nest Pension Ltd,57649,
MEM0006267,EMP000034,6279418,16-06-2011,18050.18,09-06-2055,53.57,56.49,33,Female,,Nest Pension Ltd,24730,
MEM0006268,EMP000046,1533224,14-11-2014,29470.98,16-02-2055,115.76,123.84,40,Male,,Nest Pension Ltd,31069,
MEM0006269,EMP000049,2622631,02-12-2016,16226.92,26-12-2029,84.11,81.47,61,Male,,Nest Pension Ltd,37714,
MEM0006270,EMP000045,1790481,23-08-2014,49296.68,02-08-2034,189.76,201.48,50,Female,,Nest Pension Ltd,42815,
MEM0006271,EMP000022,8852574,25-10-2011,57341.24,23-10-2043,162.72,195.66,40,Female,,Nest Pension Ltd,44099,
MEM0006272,EMP000035,2867825,18-08-2019,19330.43,30-04-2030,143.2,154.19,62,Female,,Nest Pension Ltd,71756,
MEM0006273,EMP000027,5437923,31-10-2024,445.91,31-01-2066,114.84,108.12,24,Female,,Nest Pension Ltd,27800,
MEM0006274,EMP000043,4335942,23-04-2012,24439.19,28-12-2046,73.75,84.95,38,Female,,Nest Pension Ltd,22097,
MEM0006275,EMP000030,9517169,10-07-2023,3645.69,21-05-2064,94.49,108.05,22,Male,,Nest Pension Ltd,20340,
MEM0006276,EMP000025,3684052,16-02-2015,35606.7,14-10-2034,163.03,133.69,54,Male,,Nest Pension Ltd,33469,
MEM0006277,EMP000005,4860684,11-07-2015,14501.44,15-12-2053,64.57,61.53,39,Female,,Nest Pension Ltd,33776,
MEM0006278,EMP000018,3342608,25-03-2010,13058.44,02-03-2040,38.65,34.3,46,Male,,Nest Pension Ltd,15541,
MEM0006279,EMP000004,5076817,18-11-2013,17459.68,04-05-2034,67.54,61.79,69,Male,,Nest Pension Ltd,25824,
MEM0006280,EMP000024,7120868,27-09-2017,22789.22,04-01-2028,140.24,118.73,67,Female,,Nest Pension Ltd,38416,
MEM0006281,EMP000007,1120642,04-07-2014,62797.83,17-12-2048,241.93,252.54,39,Male,,Nest Pension Ltd,57987,
MEM0006282,EMP000045,8294150,27-05-2017,8369.55,10-07-2040,47.96,43.01,53,Female,,Nest Pension Ltd,14614,
MEM0006283,EMP000022,4668136,07-08-2015,27532.63,18-02-2059,109.74,131.77,32,Male,,Nest Pension Ltd,25502,
MEM0006284,EMP000036,1445199,25-03-2020,5731.26,09-03-2056,52.75,46.06,28,Female,,Nest Pension Ltd,27126,
MEM0006285,EMP000026,3396987,28-05-2013,26243.04,23-02-2040,89.31,96.81,49,Female,,Nest Pension Ltd,28468,
MEM0006286,EMP000033,7073292,03-08-2013,34183.56,22-08-2030,116.67,131.04,69,Female,,Nest Pension Ltd,31894,
MEM0006287,EMP000001,8930103,28-08-2011,39427.02,11-01-2030,125.69,117.69,53,Female,,Nest Pension Ltd,44182,
MEM0006288,EMP000029,7273233,12-04-2019,26658.42,10-08-2039,183.11,203.24,42,Male,,Nest Pension Ltd,53047,
MEM0006289,EMP000006,7402509,23-11-2017,29280.5,14-05-2038,155.82,184.65,55,Male,,Nest Pension Ltd,42644,
MEM0006290,EMP000011,6770619,04-09-2018,28600.56,27-07-2058,181.62,189.82,32,Male,,Nest Pension Ltd,42176,
MEM0006291,EMP000037,1987737,14-07-2010,34221.91,18-04-2047,99.11,95.33,42,Female,,Nest Pension Ltd,53139,
MEM0006292,EMP000038,2833230,25-08-2016,29594.67,28-01-2048,150.9,142.12,40,Male,,Nest Pension Ltd,39871,
MEM0006293,EMP000027,8082668,22-09-2011,35574.01,07-03-2045,99.82,121.14,48,Female,,Nest Pension Ltd,29619,
MEM0006294,EMP000002,6692553,06-10-2010,36958.15,14-02-2029,101.24,112.39,71,Female,,Nest Pension Ltd,27497,
MEM0006295,EMP000047,2065818,13-12-2019,4699.31,21-02-2028,41.67,35.37,57,Female,,Nest Pension Ltd,12000,
MEM0006296,EMP000037,5672073,09-08-2024,1163.17,17-02-2043,131.88,158.91,43,Female,,Nest Pension Ltd,38606,
MEM0006297,EMP000008,3770370,21-05-2016,14592.83,04-04-2051,65.53,74.79,33,Male,,Nest Pension Ltd,16874,
MEM0006298,EMP000027,2839607,18-05-2012,23771.99,31-07-2027,75.07,80.3,67,Male,,Nest Pension Ltd,25035,
MEM0006299,EMP000046,7089806,19-01-2021,8256.26,30-08-2026,92.62,79.39,57,Male,,Nest Pension Ltd,18931,
MEM0006300,EMP000043,5437923,27-08-2010,18998.45,28-05-2038,55.35,53.84,48,Female,,Nest Pension Ltd,12000,
MEM0006301,EMP000007,8038374,17-07-2013,55147.65,23-01-2062,182.94,213.81,31,Female,,Nest Pension Ltd,56624,
MEM0006302,EMP000028,3728882,08-12-2019,20161.54,13-03-2045,175.84,154.68,35,Female,,Nest Pension Ltd,39329,
MEM0006303,EMP000015,7730428,12-08-2015,16092.03,21-01-2029,65.41,75.75,61,Male,,Nest Pension Ltd,21004,
MEM0006304,EMP000001,1054447,14-05-2024,615.99,31-10-2053,41.93,46.07,26,Male,,Nest Pension Ltd,19350,
MEM0006305,EMP000021,4337174,09-06-2016,11132.38,05-02-2053,55.72,51.32,40,Male,,Nest Pension Ltd,27435,
MEM0006306,EMP000021,8755439,09-10-2018,23700.27,08-08-2032,157.19,158.81,54,Male,,Nest Pension Ltd,36074,
MEM0006307,EMP000026,5107245,23-05-2023,2194.67,26-09-2068,61.19,54.32,21,Female,,Nest Pension Ltd,27307,
MEM0006308,EMP000036,4694634,12-12-2021,4003.51,10-04-2038,55.43,52.77,54,Female,,Nest Pension Ltd,24760,
MEM0006309,EMP000004,8835373,08-12-2017,5804.16,12-07-2031,35.84,31.65,60,Female,,Nest Pension Ltd,13811,
MEM0006310,EMP000004,2322047,31-05-2017,29069.43,02-08-2042,156.49,159.48,40,Female,,Nest Pension Ltd,39545,
MEM0006311,EMP000012,1192619,31-05-2019,10280.18,07-10-2056,74.17,77.01,33,Female,,Nest Pension Ltd,35939,
MEM0006312,EMP000050,1009594,03-02-2011,33576.61,14-10-2054,107.95,90.73,35,Male,,Nest Pension Ltd,41734,
MEM0006313,EMP000001,8090293,04-08-2016,22861.09,09-01-2031,105.53,118.6,52,Female,,Nest Pension Ltd,26633,
MEM0006314,EMP000030,2016911,17-04-2010,25735.78,15-05-2043,74.1,69.68,36,Female,,Nest Pension Ltd,17975,
MEM0006315,EMP000043,9478454,14-10-2010,28583.92,06-09-2030,79.11,86.11,62,Female,,Nest Pension Ltd,47496,
MEM0006316,EMP000017,3684052,22-11-2019,14243.05,26-07-2050,105.69,124.04,39,Male,,Nest Pension Ltd,29933,
MEM0006317,EMP000026,7897151,03-11-2022,6677.53,07-08-2045,137.71,119.12,36,Female,,Nest Pension Ltd,31713,
MEM0006318,EMP000007,5663623,29-05-2012,19492.75,04-11-2025,68.26,59.14,68,Female,,Nest Pension Ltd,36022,
MEM0006319,EMP000025,7273233,09-07-2011,13085.56,24-03-2026,42.82,36.97,66,Male,,Nest Pension Ltd,12215,
MEM0006320,EMP000001,8187926,03-08-2016,7698.66,25-06-2052,40.49,34.99,36,Female,,Nest Pension Ltd,18839,
MEM0006321,EMP000012,7073292,20-02-2024,2086.62,27-03-2058,96.66,112,24,Female,,Nest Pension Ltd,31044,
MEM0006322,EMP000038,4694634,09-12-2010,61792.73,03-10-2045,196.01,165.35,46,Male,,Nest Pension Ltd,43369,
MEM0006323,EMP000048,5108603,17-12-2022,4169.87,14-11-2045,88.74,85,40,Female,,Nest Pension Ltd,26409,
MEM0006324,EMP000005,1768805,12-01-2017,11930.89,23-11-2029,64,59,63,Female,,Nest Pension Ltd,20872,
MEM0006325,EMP000038,1533224,13-02-2015,37417.55,16-11-2049,150.73,161.08,37,Female,,Nest Pension Ltd,58941,
MEM0006326,EMP000029,1527021,24-05-2019,17897.92,25-12-2037,139.85,123.35,54,Male,,Nest Pension Ltd,26832,
MEM0006327,EMP000041,3564251,16-09-2013,32621.09,23-02-2028,118.79,119.32,64,Female,,Nest Pension Ltd,58896,
MEM0006328,EMP000005,2694522,12-12-2016,9088.67,16-09-2057,44.52,48.22,29,Female,,Nest Pension Ltd,19428,
MEM0006329,EMP000031,2321324,20-11-2014,17786.59,12-04-2027,74.78,69.83,64,Male,,Nest Pension Ltd,20933,
MEM0006330,EMP000045,4694634,12-05-2014,26561.82,19-01-2052,93.42,112.49,31,Male,,Nest Pension Ltd,24625,
MEM0006331,EMP000016,2322047,01-10-2022,7684.67,18-09-2059,129.57,155.05,35,Male,,Nest Pension Ltd,38734,
MEM0006332,EMP000025,7897151,26-07-2018,11205.19,22-07-2043,75.4,68.26,41,Male,,Nest Pension Ltd,37526,
MEM0006333,EMP000023,6279418,18-07-2022,5577.78,06-09-2062,94.37,97.97,27,Male,,Nest Pension Ltd,29970,
MEM0006334,EMP000007,8536477,16-07-2020,6973.41,11-08-2031,62.88,66.26,56,Male,,Nest Pension Ltd,15966,
MEM0006335,EMP000029,7455324,23-02-2020,8707.12,21-12-2026,73.65,73.93,55,Male,,Nest Pension Ltd,19875,
MEM0006336,EMP000046,1987737,13-07-2022,3114.17,16-09-2036,55.05,48.76,57,Female,,Nest Pension Ltd,14682,
MEM0006337,EMP000015,1445199,02-07-2013,44494.6,09-12-2025,155.28,162.54,64,Female,,Nest Pension Ltd,66098,
MEM0006338,EMP000018,8078673,07-01-2018,9997.58,08-04-2032,58.07,59.55,58,Male,,Nest Pension Ltd,33359,
MEM0006339,EMP000001,5663623,15-05-2019,9053.94,13-12-2066,63.12,70.03,25,Male,,Nest Pension Ltd,35894,
MEM0006340,EMP000031,6647119,04-05-2023,997.3,24-02-2057,23.72,26.15,31,Male,,Nest Pension Ltd,12000,
MEM0006341,EMP000012,2525206,05-04-2017,36503.48,30-04-2045,203.86,184.47,48,Male,,Nest Pension Ltd,42688,
MEM0006342,EMP000026,4842788,04-12-2022,7426.83,09-04-2047,146.88,150.19,48,Female,,Nest Pension Ltd,43835,
MEM0006343,EMP000007,4993055,07-12-2016,12072.7,21-07-2039,58.82,64.37,48,Male,,Nest Pension Ltd,32980,
MEM0006344,EMP000012,7700828,12-12-2019,30360.7,17-11-2045,256.2,241.52,44,Female,,Nest Pension Ltd,53808,
MEM0006345,EMP000034,6159230,12-04-2013,80615.4,07-11-2032,286.94,280.77,51,Female,,Nest Pension Ltd,67861,
MEM0006346,EMP000039,3154051,02-02-2011,60657.47,17-03-2050,197.24,161.68,40,Female,,Nest Pension Ltd,36455,
MEM0006347,EMP000007,6647119,21-01-2017,28497.06,22-05-2040,160.57,136.27,54,Female,,Nest Pension Ltd,32750,
MEM0006348,EMP000035,5408072,03-09-2011,64947.91,02-04-2041,196.71,204.2,53,Male,,Nest Pension Ltd,45187,
MEM0006349,EMP000027,3564217,31-10-2010,43986.09,22-08-2029,127.31,128.42,57,Female,,Nest Pension Ltd,52341,
MEM0006350,EMP000035,5614226,25-08-2023,2852.61,07-05-2032,96.91,81.38,55,Female,,Nest Pension Ltd,24227,
MEM0006351,EMP000005,5446912,04-01-2015,44039.25,10-06-2047,173.38,190.58,45,Female,,Nest Pension Ltd,40938,
MEM0006352,EMP000012,1908841,16-11-2020,26512.44,05-12-2048,275.38,254.87,44,Male,,Nest Pension Ltd,55764,
MEM0006353,EMP000041,5491946,19-09-2017,7432.07,02-09-2035,39.02,45.44,51,Male,,Nest Pension Ltd,12000,
MEM0006354,EMP000014,2833230,14-02-2022,5798.13,17-06-2029,83.47,82.19,58,Male,,Nest Pension Ltd,26010,
MEM0006355,EMP000024,5437923,03-04-2016,35998.9,23-04-2045,171.72,167.89,48,Male,,Nest Pension Ltd,36815,
MEM0006356,EMP000021,3342608,21-07-2020,8298.99,24-09-2035,71.21,82.48,57,Male,,Nest Pension Ltd,40455,
MEM0006357,EMP000035,5041154,03-03-2010,67790.71,14-10-2035,202.71,173.91,74,Male,05-07-2013,Nest Pension Ltd,54154,
MEM0006358,EMP000030,3678638,20-06-2018,9657.56,31-08-2058,59.84,62.41,33,Female,,Nest Pension Ltd,28314,
MEM0006359,EMP000045,1009594,04-03-2024,1640.25,04-07-2049,89.89,74.13,44,Male,,Nest Pension Ltd,18728,
MEM0006360,EMP000047,1768805,02-11-2014,17975.23,07-05-2027,72.23,73.91,70,Female,,Nest Pension Ltd,21414,
MEM0006361,EMP000023,4860684,05-04-2016,19260.4,21-03-2036,98.19,83.51,58,Male,,Nest Pension Ltd,38745,
MEM0006362,EMP000034,6708456,20-10-2022,2456.43,21-08-2049,51.49,42.99,34,Male,,Nest Pension Ltd,12000,
MEM0006363,EMP000047,3154051,17-04-2016,19837.57,02-04-2052,101.34,85.81,33,Male,,Nest Pension Ltd,36104,
MEM0006364,EMP000033,7897151,08-01-2010,39421.81,01-07-2025,103.95,112.65,59,Male,,Nest Pension Ltd,23233,
MEM0006365,EMP000038,5107245,16-02-2012,15901.6,31-10-2028,47.19,54.74,64,Male,,Nest Pension Ltd,12000,
MEM0006366,EMP000005,1971823,01-10-2023,6556.6,24-06-2059,214.49,222.62,31,Female,,Nest Pension Ltd,54687,
MEM0006367,EMP000016,1109031,11-11-2015,13409.76,28-02-2052,61.77,59.04,29,Male,,Nest Pension Ltd,35441,
MEM0006368,EMP000015,2458591,22-07-2014,32754.05,20-02-2044,131.29,126.62,40,Male,,Nest Pension Ltd,63313,
MEM0006369,EMP000021,1987737,16-10-2016,24743.32,04-01-2030,133.38,116.55,67,Female,,Nest Pension Ltd,56741,
MEM0006370,EMP000049,5041154,13-07-2018,13988.43,26-08-2044,89.95,89.39,49,Male,,Nest Pension Ltd,32326,
MEM0006371,EMP000033,5446912,18-10-2019,16512.01,17-01-2049,121.56,140.54,33,Male,,Nest Pension Ltd,34962,
MEM0006372,EMP000048,3320821,04-05-2011,7049.45,16-07-2034,20.49,21.98,66,Female,,Nest Pension Ltd,12406,
MEM0006373,EMP000035,4567281,28-08-2018,9021.95,21-01-2042,54.3,62.87,44,Male,,Nest Pension Ltd,33430,
MEM0006374,EMP000004,2188789,01-10-2021,5753.74,14-01-2029,80.25,67.28,57,Male,,Nest Pension Ltd,24762,
MEM0006375,EMP000011,4679591,18-03-2022,1320.33,06-12-2034,21.6,18.41,50,Female,,Nest Pension Ltd,12000,
MEM0006376,EMP000042,2074176,29-06-2016,34827.81,29-05-2041,156.58,181.55,53,Male,,Nest Pension Ltd,34639,
MEM0006377,EMP000014,8536477,24-11-2018,14789.81,24-11-2048,103.72,96.14,38,Female,,Nest Pension Ltd,56332,
MEM0006378,EMP000019,3564251,10-12-2010,24529.04,17-02-2055,66.85,76.59,40,Female,,Nest Pension Ltd,29214,
MEM0006379,EMP000010,6438436,27-04-2010,12897.26,13-04-2037,33.47,38.99,49,Female,,Nest Pension Ltd,12000,
MEM0006380,EMP000020,7693979,07-02-2011,62216.77,27-06-2029,179.07,189.08,65,Female,,Nest Pension Ltd,50131,
MEM0006381,EMP000043,7273233,23-04-2016,31695.84,05-01-2026,136.62,165.25,64,Male,,Nest Pension Ltd,55736,
MEM0006382,EMP000016,3741438,16-08-2024,1322.87,06-12-2046,181.53,149.19,34,Female,,Nest Pension Ltd,41955,
MEM0006383,EMP000004,8930103,13-03-2012,24725.61,05-07-2036,78.26,81.26,56,Female,,Nest Pension Ltd,29311,
MEM0006384,EMP000028,2166941,23-03-2013,17977.75,22-05-2034,66.34,59.38,64,Male,,Nest Pension Ltd,32482,
MEM0006385,EMP000005,6292423,22-01-2010,23352.88,06-07-2025,70.27,58.75,68,Male,,Nest Pension Ltd,35887,
MEM0006386,EMP000025,9996414,26-08-2013,56162.84,26-07-2033,218.86,188.12,67,Female,,Nest Pension Ltd,55614,
MEM0006387,EMP000041,2867825,21-06-2021,22541.48,24-07-2050,280.39,256.31,42,Male,,Nest Pension Ltd,54164,
MEM0006388,EMP000047,6692553,20-04-2019,21070.02,13-07-2053,158.96,146.4,27,Female,,Nest Pension Ltd,38184,
MEM0006389,EMP000001,7730428,25-05-2019,25932.66,14-04-2025,189.38,191.98,62,Male,,Nest Pension Ltd,39346,
MEM0006390,EMP000017,7264956,21-10-2024,439.02,04-07-2045,118.6,100.91,41,Female,,Nest Pension Ltd,22896,
MEM0006391,EMP000040,4612365,08-07-2018,16265.3,18-11-2054,110.38,98.15,34,Male,,Nest Pension Ltd,38518,
MEM0006392,EMP000002,9877065,21-09-2018,14320.36,25-06-2027,101.46,86.97,66,Female,,Nest Pension Ltd,44016,
MEM0006393,EMP000021,3997281,15-12-2014,15358.45,16-07-2043,66.93,58.96,39,Male,,Nest Pension Ltd,18882,
MEM0006394,EMP000012,6543670,22-02-2016,53010.03,08-11-2048,226.42,269,37,Female,,Nest Pension Ltd,50305,
MEM0006395,EMP000023,5528972,14-09-2015,24775.22,10-10-2064,99.58,119.67,29,Female,,Nest Pension Ltd,26860,
MEM0006396,EMP000042,5108603,29-05-2020,13724.69,01-06-2056,126.27,123.27,34,Male,,Nest Pension Ltd,28874,
MEM0006397,EMP000043,1120642,29-07-2010,61774.06,12-11-2029,184.32,168.67,56,Male,,Nest Pension Ltd,47394,
MEM0006398,EMP000017,1971823,15-08-2017,14141.47,10-07-2046,75.56,83.33,41,Male,,Nest Pension Ltd,34618,
MEM0006399,EMP000008,7273233,23-10-2011,51590.43,04-08-2045,168.78,153.66,49,Female,,Nest Pension Ltd,40045,
MEM0006400,EMP000023,3741438,25-06-2011,16405.65,13-11-2041,51.74,48.29,43,Female,,Nest Pension Ltd,12000,
MEM0006401,EMP000038,2166941,06-07-2013,30752.11,12-03-2054,102.79,118.45,31,Female,,Nest Pension Ltd,37553,
MEM0006402,EMP000036,4698379,30-12-2017,10200.52,10-09-2043,65.49,54.52,38,Female,,Nest Pension Ltd,27299,
MEM0006403,EMP000044,7700828,10-02-2013,48853.74,19-08-2055,177.29,161.97,38,Female,,Nest Pension Ltd,45473,
MEM0006404,EMP000008,7350753,10-05-2019,17602.85,31-07-2030,120.2,138.67,63,Male,,Nest Pension Ltd,35657,
MEM0006405,EMP000003,8698256,13-04-2011,48227.66,11-07-2026,140.87,147.92,63,Male,,Nest Pension Ltd,32254,
MEM0006406,EMP000039,4335942,13-03-2015,22570.22,10-08-2025,95.01,94.66,67,Male,,Nest Pension Ltd,24600,
MEM0006407,EMP000045,7897151,14-10-2013,42233.94,05-01-2027,147.21,163.33,54,Male,,Nest Pension Ltd,49500,
MEM0006408,EMP000039,8082668,29-05-2013,74319.66,04-02-2041,281.3,245.79,46,Female,,Nest Pension Ltd,57594,
MEM0006409,EMP000019,4668136,16-03-2015,8783.13,08-09-2032,40.17,33.64,59,Male,,Nest Pension Ltd,21343,
MEM0006410,EMP000039,5446912,11-04-2023,1519,17-01-2046,39.12,33.21,38,Female,,Nest Pension Ltd,12000,
MEM0006411,EMP000048,2876828,06-06-2010,18954.87,11-06-2040,58.02,49.07,46,Female,,Nest Pension Ltd,16085,
MEM0006412,EMP000041,3741438,26-02-2012,30521.5,19-01-2043,88.65,107,50,Male,,Nest Pension Ltd,38865,
MEM0006413,EMP000009,8099076,21-07-2024,991.3,21-07-2067,99.59,98.67,22,Male,,Nest Pension Ltd,26797,
MEM0006414,EMP000004,8835373,10-02-2016,13823.4,16-10-2034,67.59,60.4,60,Female,,Nest Pension Ltd,36301,
MEM0006415,EMP000022,5446912,16-08-2010,31087.45,23-05-2029,89.56,88.08,54,Male,,Nest Pension Ltd,40366,
MEM0006416,EMP000014,9398441,13-12-2020,11246.48,05-01-2049,115.96,113.56,34,Female,,Nest Pension Ltd,33507,
MEM0006417,EMP000031,5107245,24-06-2016,46120.82,05-04-2051,205.56,242.21,44,Female,,Nest Pension Ltd,52909,
MEM0006418,EMP000037,4612365,11-08-2011,70561.72,16-07-2035,200.72,232.17,63,Male,,Nest Pension Ltd,56459,
MEM0006419,EMP000046,5614226,31-08-2010,50649.16,21-02-2042,153.53,137.56,46,Male,,Nest Pension Ltd,32422,
MEM0006420,EMP000044,9897858,19-03-2016,27227.21,01-09-2027,133.81,123.05,61,Female,,Nest Pension Ltd,28114,
MEM0006421,EMP000032,8835373,01-09-2014,14180.73,17-01-2029,54.41,59.04,60,Female,,Nest Pension Ltd,12134,
MEM0006422,EMP000026,2525206,10-02-2010,50808.89,01-06-2029,129.39,151.32,62,Male,,Nest Pension Ltd,60434,
MEM0006423,EMP000004,2016911,21-07-2016,19228,09-09-2029,99.7,88.81,58,Male,,Nest Pension Ltd,42268,
MEM0006424,EMP000036,4612365,09-03-2022,11622.28,08-10-2063,166.2,175.63,22,Male,,Nest Pension Ltd,50631,
MEM0006425,EMP000014,3710343,05-05-2024,1096.93,02-07-2061,71.51,65.61,29,Female,,Nest Pension Ltd,25622,
MEM0006426,EMP000044,5446912,09-01-2024,1554.1,09-06-2041,65.16,76.12,38,Male,,Nest Pension Ltd,30802,
MEM0006427,EMP000016,6692553,10-03-2018,13676.36,09-03-2058,91.37,75.41,33,Male,,Nest Pension Ltd,18631,
MEM0006428,EMP000039,6692553,15-05-2017,37368.94,17-11-2036,183,223.18,57,Male,,Nest Pension Ltd,56568,
MEM0006429,EMP000028,5218028,29-07-2022,3775.49,12-11-2040,69.14,61.05,40,Female,,Nest Pension Ltd,15595,
MEM0006430,EMP000007,2921859,28-05-2014,13760.89,13-02-2040,51.57,55.1,55,Male,,Nest Pension Ltd,29577,
MEM0006431,EMP000021,9996414,14-11-2015,30676.17,17-10-2028,146.47,129.89,64,Male,,Nest Pension Ltd,38357,
MEM0006432,EMP000025,5528972,07-07-2013,58061.02,24-03-2025,209.53,208.18,70,Male,,Nest Pension Ltd,56388,
MEM0006433,EMP000040,3728882,04-04-2010,17449.02,28-07-2043,51.85,45.63,47,Female,,Nest Pension Ltd,23285,
MEM0006434,EMP000009,8231838,28-11-2018,9148.52,21-02-2063,67.77,55.86,28,Male,,Nest Pension Ltd,21871,
MEM0006435,EMP000036,9398441,24-04-2015,12085.34,05-06-2032,50.52,52.77,47,Male,,Nest Pension Ltd,30223,
MEM0006436,EMP000040,6229731,18-12-2020,9121.45,28-05-2051,93.78,92.37,43,Male,,Nest Pension Ltd,45909,
MEM0006437,EMP000032,2694522,03-09-2024,207.86,16-09-2045,37.57,31.72,48,Male,,Nest Pension Ltd,12390,
